term,term_label,parent_term,parent_label
ENVO:03510026,acrylic paint medium,ENVO:03510025,paint thinner
ENVO:03510027,enamel thinner,ENVO:03510025,paint thinner
ENVO:03510028,oil paint thinner,ENVO:03510025,paint thinner
ENVO:03510029,primer (paint),ENVO:02000123,paint
ENVO:03510030,vitreous enamel,ENVO:00003074,manufactured product
ENVO:03510031,oil-based paint,ENVO:02000123,paint
ENVO:03510032,acrylic paint,ENVO:02000123,paint
ENVO:03510033,luminescent paint,ENVO:02000123,paint
ENVO:03510034,turpentine,ENVO:00003074,manufactured product
ENVO:03510035,naphtha,ENVO:00003074,manufactured product
ENVO:03510036,rock dust,ENVO:00002008,dust
ENVO:03510037,radioactive material,ENVO:00010483,environmental material
ENVO:03510038,volume of cyanoacrylate,ENVO:00010483,environmental material
ENVO:03510039,plastic production compound,ENVO:00010483,environmental material
ENVO:03510040,stain,ENVO:2000000,chemical product
ENVO:03510041,wood stain,ENVO:03510040,stain
ENVO:03510057,permanent hair dye,ENVO:00003074,manufactured product
ENVO:03510062,aqueous inkjet printer ink,ENVO:00003074,manufactured product
ENVO:06105103,macroplastic particle,ENVO:01000776,piece of plastic
ENVO:06105104,mesoplastic particle,ENVO:01000776,piece of plastic
ENVO:06105002,thermoplasticity,BFO_0000016,disposition
ENVO:06105106,plastisphere,ENVO:01000813,astronomical body part
ENVO:06105111,natural plastic,ENVO:06105101,plastic
ENVO:06105119,weathering,ENVO:03000043,material transformation process
ENVO:06105121,entanglement of organisms in marine debris,ENVO:06105120,entanglement process
ENVO:06105016,foamed plastic,ENVO:06105101,plastic
ENVO:01001003,non-saline environment,ENVO:01000997,environmental system determined by a quality
ENVO:00002004,obsolete physical object of mesoscopic geological size,,
ENVO:00002297,obsolete environmental feature,,
ENVO:01001387,obsolete Bathymodiolus-dominated oceanic mussel bed,,
ENVO:01001619,snow and ice accumulation process,,
ENVO:00000018,obsolete dry river,,
ENVO:00000024,obsolete intermittent stream,,
ENVO:00000095,obsolete lava field,,
ENVO:00000113,obsolete cultivated habitat,,
ENVO:00000144,obsolete aquatic habitat,,
ENVO:00000227,obsolete vertically mixed estuary,,
ENVO:00000373,obsolete geothermal field,,
ENVO:00000388,obsolete intermittent watercourse,,
ENVO:00000405,obsolete submarine volcano,,
ENVO:00000568,obsolete aerial habitat,,
ENVO:00000569,obsolete marine habitat,,
ENVO:00000570,obsolete brackish water habitat,,
ENVO:00000571,obsolete arboreal habitat,,
ENVO:00000572,obsolete subterrestrial habitat,,
ENVO:00000886,obsolete endolithic habitat,,
ENVO:00002009,obsolete terrestrial habitat,,
ENVO:00002020,obsolete extreme habitat,,
ENVO:00002021,obsolete acid habitat,,
ENVO:00002022,obsolete alkaline habitat,,
ENVO:00002023,obsolete high pressure habitat,,
ENVO:00002024,obsolete haline habitat,,
ENVO:00002025,obsolete high temperature habitat,,
ENVO:00002026,obsolete cold temperature habitat,,
ENVO:00002027,obsolete extreme high temperature habitat,,
ENVO:00002028,obsolete high osmolarity habitat,,
ENVO:00002031,obsolete anthropogenic habitat,,
ENVO:00002032,obsolete organism-associated habitat,,
ENVO:00002036,obsolete habitat,,
ENVO:00002037,obsolete freshwater habitat,,
ENVO:00002039,obsolete bone,,
ENVO:00002062,obsolete oil,,
ENVO:00002227,obsolete saline water habitat,,
ENVO:00002265,obsolete agricultural waste,,
ENVO:00006776,obsolete animal-associated habitat,,
ENVO:00009001,obsolete plant-associated habitat,,
ENVO:00009002,obsolete mammalia-associated habitat,,
ENVO:00009003,obsolete human-associated habitat,,
ENVO:00009004,obsolete insecta-associated habitat,,
ENVO:0010004,obsolete beverage product,,
ENVO:01000021,obsolete mangrove biome,,
ENVO:01000031,obsolete marine feature,,
ENVO:01000159,obsolete organic feature,,
ENVO:01000261,obsolete lysocline,,
ENVO:01000264,obsolete vapour,,
ENVO:01000351,obsolete marine mesoscale eddy,,
ENVO:01000753,obsolete air temperature,,
ENVO:02000005,obsolete livestock-associated habitat,,
ENVO:02000006,obsolete cultured habitat,,
ENVO:02000051,obsolete unpasteurized milk product,,
ENVO:01001161,obsolete newCloud,,
ENVO:09200021,obsolete concentration of oxygen in water,,
ENVO:03000057,obsolete sea ice formation process,,
ENVO:00002041,obsolete ground water,,
ENVO:00000047,obsolete canopy,,
ENVO:00000049,obsolete volcanic hydrographic feature,,
ENVO:00000337,obsolete orange juice,,
ENVO:00000466,obsolete marine hydrographic feature,,
ENVO:00000874,obsolete Tundra biome,,
ENVO:00000875,obsolete Temperate coniferous forest biome,,
ENVO:00000876,obsolete Temperate broadleaf and mixed forest biome,,
ENVO:00000877,"obsolete Temperate grasslands, savannas, and shrubland biome",,
ENVO:00000878,"obsolete Mediterranean forests, woodlands, and shrub biome",,
ENVO:00000879,obsolete Tropical and subtropical moist broadleaf forest biome,,
ENVO:00000880,obsolete Tropical and subtropical dry broadleaf forest biome,,
ENVO:00000881,"obsolete Tropical and subtropical grasslands, savannas, and shrubland biome",,
ENVO:00000882,obsolete Montane grasslands and shrubland biome,,
ENVO:00000883,obsolete Deserts and xeric shrubland biome,,
ENVO:00000884,obsolete Mangrove biome,,
ENVO:00000885,obsolete Flooded grasslands and savanna biome,,
ENVO:00000894,obsolete polar biome,,
ENVO:00000895,obsolete temperate shelf and sea biome,,
ENVO:00000896,obsolete temperate upwelling biome,,
ENVO:00000897,obsolete tropical upwelling biome,,
ENVO:00000898,obsolete tropical coral biome,,
ENVO:00002002,obsolete food product,,
ENVO:00002029,obsolete extraterrestial habitat,,
ENVO:00002038,obsolete WWF biome,,
ENVO:00002151,obsolete ocean water,,
ENVO:00002161,obsolete fermented agave juice,,
ENVO:00002162,obsolete fermenting sugar cane juice,,
ENVO:00002163,obsolete fermenting Elaeis Palm sap,,
ENVO:00002165,obsolete meat food product,,
ENVO:00002166,obsolete sausage,,
ENVO:00002172,obsolete liver paste,,
ENVO:00002174,obsolete hot dog,,
ENVO:00002175,obsolete processed meat product,,
ENVO:00002187,obsolete milk formula,,
ENVO:00002188,obsolete powdered milk formula,,
ENVO:00002189,obsolete cheese product,,
ENVO:00002190,obsolete yogurt,,
ENVO:00002216,obsolete plant food product,,
ENVO:00002217,obsolete cabbage product,,
ENVO:00002218,obsolete commercial yogurt,,
ENVO:00002219,obsolete cheese starter culture,,
ENVO:00002220,obsolete cheese spoilage,,
ENVO:00002986,obsolete Udvardy biome,,
ENVO:00002987,"obsolete Evergreen sclerophyllous forests, scrub, or woodlands",,
ENVO:00002988,obsolete Temperate grasslands,,
ENVO:00002989,obsolete Temperate broad-leaf forests or woodlands and subpolar deciduous thickets,,
ENVO:00002990,obsolete Tropical dry or deciduous forests (including Monsoon forests) or woodlands,,
ENVO:00002991,obsolete Subtropical and temperate rainforests or woodlands,,
ENVO:00002992,obsolete Temperate needle-leaf forests or woodlands,,
ENVO:00002993,obsolete Tropical humid forests,,
ENVO:00002994,obsolete Mixed island systems,,
ENVO:00002995,obsolete Tundra communities and barren Arctic deserts,,
ENVO:00002996,obsolete Mixed mountain and highland systems with complex zonation,,
ENVO:00002997,obsolete Cold-winter (continental) deserts and semideserts,,
ENVO:00002998,obsolete Warm deserts and semideserts,,
ENVO:00002999,obsolete Bailey biome,,
ENVO:00003000,obsolete Polar Domain (100),,
ENVO:00003001,obsolete Humid Temperate Domain (200),,
ENVO:00003002,obsolete Dry Domain (300),,
ENVO:00003003,obsolete Humid Tropical Domain (400),,
ENVO:00003004,obsolete Tundra Divsion (120),,
ENVO:00003005,obsolete Subarctic Division - Mountain Provinces (M130),,
ENVO:00003006,obsolete Subarctic Division (130),,
ENVO:00003007,obsolete Tundra Division - Mountain Provinces (M120),,
ENVO:00003008,obsolete Hot Continental Division (220),,
ENVO:00003009,obsolete Subtropical Division (230),,
ENVO:00003010,obsolete Warm Continental Division (210),,
ENVO:00003011,obsolete Warm Continental Division - Mountain Provinces (M210),,
ENVO:00003012,obsolete Subtropical Division - Mountain Provinces (M230),,
ENVO:00003013,obsolete Hot Continental Division - Mountain Provinces (M220),,
ENVO:00003014,obsolete Marine Division (240),,
ENVO:00003015,obsolete Marine Division - Mountain Provinces (M240),,
ENVO:00003016,obsolete Prairie Division (250),,
ENVO:00003017,obsolete Mediterranean Division (260),,
ENVO:00003018,obsolete Mediterranean Division - Mountain Provinces (M260),,
ENVO:00003019,obsolete Tropical/Subtropical Desert Division (320),,
ENVO:00003020,obsolete Rainforest Division (420),,
ENVO:00003021,obsolete Temperate Desert Division (340),,
ENVO:00003022,obsolete Temperate Desert Division - Mountain Provinces (M340),,
ENVO:00003023,obsolete Temperate Steppe Division (330),,
ENVO:00003024,obsolete Temperate Steppe Division - Mountain Provinces (M330),,
ENVO:00003025,obsolete Tropical/Subtropical Steppe Division - Mountain Provinces (M310),,
ENVO:00003026,obsolete Tropical/Subtropical Steppe Division (310),,
ENVO:00003027,obsolete Rainforest Division - Mountain Provinces (M420),,
ENVO:00003028,obsolete Savanna Division (410),,
ENVO:00003029,obsolete Savanna Division - Mountain Provinces (M410),,
ENVO:00003037,obsolete wort,,
ENVO:00003038,obsolete beer wort,,
ENVO:00003039,obsolete acifified beer wort,,
ENVO:00003046,obsolete Bleu  de Bresse,,
ENVO:00003047,obsolete butter,,
ENVO:00003048,obsolete pickled cabbage,,
ENVO:00003049,obsolete Camembert,,
ENVO:00003050,obsolete cane sugar,,
ENVO:00003051,obsolete Cheddar cheese,,
ENVO:00003052,obsolete Brie,,
ENVO:00003053,obsolete Gouda,,
ENVO:00003054,obsolete halloumi,,
ENVO:00003055,obsolete Gorgonzola,,
ENVO:00003056,obsolete Swiss cheese,,
ENVO:00003057,obsolete Emmenthal,,
ENVO:00003058,obsolete Harzer,,
ENVO:00003059,obsolete New Zealand Cheddar,,
ENVO:00003060,obsolete Pont l'Eveque,,
ENVO:00003061,obsolete Vacherin Mont d'Or,,
ENVO:00003062,obsolete pork,,
ENVO:00003063,obsolete cured meat,,
ENVO:00003066,obsolete chicken meat product,,
ENVO:00003067,obsolete beef,,
ENVO:00003068,obsolete bovine milk,,
ENVO:00003069,obsolete ovine milk,,
ENVO:00003070,obsolete caprine milk,,
ENVO:00003072,obsolete ice cream,,
ENVO:00003073,obsolete seafood product,,
ENVO:00003075,obsolete anthropogenic abiotic mesoscopic feature,,
ENVO:00003077,obsolete jeotgal,,
ENVO:00003078,obsolete Meshanger cheese,,
ENVO:00003079,obsolete pork chop,,
ENVO:00003080,obsolete salad,,
ENVO:00003779,obsolete tempeh,,
ENVO:00003871,obsolete fermented rice beverage,,
ENVO:00003872,obsolete amasake,,
ENVO:00003873,obsolete fermented dairy product,,
ENVO:00003874,obsolete fermented fish product,,
ENVO:00003875,obsolete sea water fish product,,
ENVO:00003876,obsolete flour,,
ENVO:00003877,obsolete plant fruit food product,,
ENVO:00003878,obsolete fruit extract product,,
ENVO:00003879,obsolete apple juice,,
ENVO:00003880,obsolete awamori,,
ENVO:00003881,obsolete bacon,,
ENVO:00003882,obsolete fermented millet food product,,
ENVO:00003883,obsolete millet beer,,
ENVO:00003886,obsolete bottled beer,,
ENVO:00003887,obsolete blue cheese,,
ENVO:00003888,obsolete bottled fruit product,,
ENVO:00003889,obsolete buttermilk,,
ENVO:00003890,obsolete canned fruit product,,
ENVO:00003891,obsolete fermented fruit product,,
ENVO:00003898,obsolete miso,,
ENVO:00003899,obsolete must,,
ENVO:00003904,obsolete yeast cake,,
ENVO:00003905,obsolete vinegar,,
ENVO:00003906,obsolete malt vinegar,,
ENVO:00003907,obsolete nonfat dry milk,,
ENVO:00003912,obsolete sake,,
ENVO:00003913,obsolete salt pork,,
ENVO:00003915,obsolete fermented soybean product,,
ENVO:00003928,obsolete pickled food product,,
ENVO:00003929,obsolete tape kefan,,
ENVO:00003966,obsolete Bondon cheese,,
ENVO:00003969,obsolete bitter cheese,,
ENVO:00003970,obsolete sugar,,
ENVO:00003971,obsolete brown sugar,,
ENVO:00003972,obsolete evaporated milk product,,
ENVO:00003973,obsolete kefir,,
ENVO:00003975,obsolete vegetable oil,,
ENVO:00003976,obsolete linseed oil,,
ENVO:00003977,obsolete maize flour,,
ENVO:00003979,obsolete sour milk,,
ENVO:00003980,obsolete dried milk product,,
ENVO:00005785,obsolete volcanic soil,,
ENVO:00005806,obsolete Tropical and subtropical coniferous forest biome,,
ENVO:0010000,obsolete animal food product,,
ENVO:0010002,obsolete cereal food product,,
ENVO:0010005,obsolete fermented beverage,,
ENVO:0010006,obsolete fermented grape beverage,,
ENVO:0010007,obsolete fermented Elaeis Palm beverage,,
ENVO:0010008,obsolete fermented sugar cane beverage,,
ENVO:0010009,obsolete fermented apple beverage,,
ENVO:0010010,obsolete apple beverage,,
ENVO:0010011,obsolete orange fruit beverage,,
ENVO:0010012,obsolete grape beverage,,
ENVO:0010013,obsolete fermented cereal beverage,,
ENVO:0010014,obsolete fermented agave beverage,,
ENVO:0010015,obsolete fermented soya product,,
ENVO:0010016,obsolete sea water fish egg product,,
ENVO:0010017,obsolete avian egg product,,
ENVO:0010018,obsolete camelid dairy product,,
ENVO:0010019,obsolete bovine dairy product,,
ENVO:0010020,obsolete buffalo dairy product,,
ENVO:0010021,obsolete caprine dairy product,,
ENVO:0010022,obsolete donkey dairy product,,
ENVO:0010023,obsolete equine dairy product,,
ENVO:0010024,obsolete ovine dairy product,,
ENVO:0010025,obsolete yak dairy product,,
ENVO:0010026,obsolete zebra dairy product,,
ENVO:0010027,obsolete reindeer dairy product,,
ENVO:0010028,obsolete water buffalo dairy product,,
ENVO:0010029,obsolete horse dairy product,,
ENVO:0010030,obsolete domestic cattle dairy product,,
ENVO:0010031,obsolete cervid dairy product,,
ENVO:0010032,obsolete camelid milk,,
ENVO:0010033,obsolete equine milk,,
ENVO:0010034,obsolete cervid milk,,
ENVO:0010035,obsolete cow's milk,,
ENVO:0010036,obsolete caprine cheese product,,
ENVO:0010037,obsolete ovine cheese product,,
ENVO:0010038,obsolete bovine cheese product,,
ENVO:0010039,obsolete cow's milk cheese,,
ENVO:0010040,obsolete Limburger,,
ENVO:0010041,obsolete goat's milk cheese,,
ENVO:0010042,obsolete sheep's milk cheese,,
ENVO:0010043,obsolete poultry meat product,,
ENVO:0010044,obsolete porcine meat product,,
ENVO:0010045,obsolete condiment,,
ENVO:0010046,obsolete bovine meat product,,
ENVO:0010047,obsolete distilled fermented grain beverage,,
ENVO:0010048,obsolete distilled fermented beverage,,
ENVO:0010049,obsolete soya food product,,
ENVO:0010050,obsolete tea-based beverage,,
ENVO:0010051,obsolete coffee-based beverage,,
ENVO:0010052,obsolete fruit juice beverage,,
ENVO:0010053,obsolete wheat product,,
ENVO:0010054,obsolete maize product,,
ENVO:0010055,obsolete fungal product,,
ENVO:0010056,obsolete yeast product,,
ENVO:0010057,obsolete microbial food product,,
ENVO:0010058,obsolete solanaceous root product,,
ENVO:0010059,obsolete plant root food product,,
ENVO:0010060,obsolete potato product,,
ENVO:0010061,obsolete confectionery product,,
ENVO:0010062,obsolete cucurbit fruit product,,
ENVO:0010063,obsolete citrus fruit product,,
ENVO:0010064,obsolete melon fruit product,,
ENVO:0010065,obsolete Cucumis melo fruit,,
ENVO:0010066,obsolete Citrullus lanatus fruit,,
ENVO:0010067,obsolete watermelon,,
ENVO:0010068,obsolete citrus fruit beverage,,
ENVO:0010069,obsolete pomaceous fruit beverage,,
ENVO:0010070,obsolete pomaceous fruit product,,
ENVO:0010071,obsolete fermented pomaceous fruit beverage,,
ENVO:0010072,obsolete pomaceous fruit extract,,
ENVO:0010073,obsolete citrus fruit extract,,
ENVO:0010074,obsolete grape extract,,
ENVO:0010075,obsolete solanaceous fruit product,,
ENVO:0010076,obsolete tomato product,,
ENVO:0010077,obsolete solanaceous food product,,
ENVO:0010078,obsolete plant inflorescence food product,,
ENVO:0010079,obsolete amaranthaceous food product,,
ENVO:0010080,obsolete leguminous food product,,
ENVO:0010081,obsolete cruciferous food product,,
ENVO:0010082,obsolete grape fruit product,,
ENVO:0010083,obsolete cruciferous inflorescence food product,,
ENVO:0010084,obsolete nut food product,,
ENVO:0010085,obsolete plant seed food product,,
ENVO:0010086,obsolete plant lipid food product,,
ENVO:0010087,obsolete plant stem food product,,
ENVO:0010088,obsolete invertebrate food product,,
ENVO:0010089,obsolete insect food product,,
ENVO:0010090,obsolete honey product,,
ENVO:0010091,obsolete amaranthaceous inflorescence food product,,
